Ware Type,File_Delete_archived,File_created,File_creation_time_changed,Pipe_Created,Process_Create,Registry_value_set,process-related,network-related,file-related,suspicious_path,system_executable,path_length,directory_depth,process_name_length,process_vs_parent_freq_ratio,executable_depth_diff,parent_is_system_executable,extension_similarity,file_name_entropy
good,0,0,0,0,0,0,0,0,0,1,0,91,11,3,1.2955213825804196e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,89,9,12,2.591042765160839e-05,9,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,92,8,24,2.591042765160839e-06,8,0,0,0
good,0,0,1,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0,3.7406015629507237
good,0,0,0,0,0,0,0,0,0,1,0,66,7,6,0.001090829,7,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,111,12,10,4.1456684242573426e-05,12,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.390805482076983
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.005835028,5,0,0,4.536174630069642
good,0,0,0,0,0,0,0,0,0,1,0,59,4,31,0.000792859,4,0,0,3.931678818062291
good,0,0,0,0,0,0,0,0,0,0,1,149,7,25,2.591042765160839e-06,7,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,108,13,9,4.922981253805594e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,1,1,0,63,7,12,0.003117024,7,0,0,3.642149881636905
good,0,0,0,0,0,0,0,0,0,1,1,119,6,60,5.182085530321678e-06,6,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,106,13,7,2.0728342121286713e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,81,8,12,3.109251318193007e-05,8,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,83,7,22,2.591042765160839e-06,7,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,88,8,11,8.291336848514685e-05,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,79,10,10,3.109251318193007e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,99,12,9,0.000186555,12,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,102,10,14,7.773128295482517e-06,10,0,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.5351745656359026
good,0,0,0,0,0,0,0,0,0,1,0,103,11,4,6.995815465934265e-05,11,0,1,0
good,0,0,0,0,0,0,0,0,0,1,0,102,11,14,2.850147041676923e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,124,6,17,5.182085530321678e-06,6,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.300559092390954
good,0,0,1,0,0,0,0,0,1,1,0,66,4,38,0.002601407,4,0,0,4.160704752887783
good,0,0,0,0,0,0,0,0,0,1,0,129,11,22,1.2955213825804196e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,38,5,16,2.591042765160839e-06,5,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,141,7,22,2.591042765160839e-06,7,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,77,10,11,0.003332081,10,0,0,0
ransom,0,0,0,0,0,0,0,0,1,1,0,59,7,12,0.003117024,7,0,0,3.277613436819116
good,0,0,0,0,0,0,0,0,0,1,0,90,7,14,2.591042765160839e-06,7,0,1,0
good,0,0,0,0,0,0,0,0,0,1,0,88,10,21,2.591042765160839e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,94,11,12,1.5546256590965035e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,118,6,9,2.591042765160839e-05,6,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,63,7,15,1.0364171060643357e-05,7,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,29,5,7,2.591042765160839e-06,5,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,203,17,26,2.591042765160839e-06,17,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,137,15,7,1.2955213825804196e-05,15,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,109,10,12,2.591042765160839e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,217,14,38,2.331938488644755e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,120,10,9,2.591042765160839e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,126,17,14,5.182085530321678e-06,17,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,114,12,11,3.6274598712251744e-05,12,0,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.004964438,5,0,0,4.206329264850574
good,0,0,0,0,0,0,0,0,0,0,0,46,6,9,2.591042765160839e-05,6,0,0,0
good,0,0,1,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0,4.243300368538957
good,0,0,0,0,0,0,0,0,0,0,1,123,7,14,3.3683555947090904e-05,7,0,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.000393839,5,0,0,3.606015279620733
good,0,0,0,0,0,0,0,0,0,1,0,120,13,14,2.591042765160839e-06,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,82,9,15,2.591042765160839e-06,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,132,11,20,1.0364171060643357e-05,11,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.2600670152711055
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.139699035524334
good,0,0,0,0,0,0,0,0,1,1,0,56,7,8,0.020116856028708753,7,0,0,3.238901256602631
good,0,0,0,0,0,0,0,0,0,1,0,118,10,24,5.182085530321678e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,110,13,3,5.182085530321678e-06,13,0,1,0
good,0,0,0,0,0,0,0,0,0,1,0,53,6,6,4.404772700773426e-05,6,0,1,0
good,0,0,0,0,0,0,0,0,0,1,0,89,12,6,1.0364171060643357e-05,12,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,143,6,30,5.182085530321678e-06,6,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,93,11,8,9.845962507611188e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,136,19,13,4.922981253805594e-05,19,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,130,14,12,4.66387697728951e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,43,6,7,1.0364171060643357e-05,6,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,139,14,20,3.109251318193007e-05,14,0,0,0
good,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.795088586397732
good,0,0,0,0,0,0,0,0,0,1,0,133,14,21,5.182085530321678e-06,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,124,14,16,1.0364171060643357e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,119,9,20,1.5546256590965035e-05,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,127,11,16,4.1456684242573426e-05,11,0,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,2.584962500721156
good,0,0,0,0,0,0,0,0,0,1,0,100,12,14,1.0364171060643357e-05,12,0,0,0
good,0,0,1,0,0,0,0,0,1,1,0,56,7,8,0.020116856028708753,7,0,0,3.5537027658750655
good,0,0,0,0,0,0,0,0,0,0,1,167,8,32,1.0364171060643357e-05,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,110,12,11,2.591042765160839e-05,12,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,138,8,11,0.003332081,8,0,0,0
good,0,0,1,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0,3.260828171224455
good,0,0,0,1,0,0,1,0,0,0,1,89,6,18,0.013626293901980852,6,0,0,3.9940065667501754
good,0,0,0,0,0,0,0,0,0,1,0,80,10,9,1.8137299356125872e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,119,7,8,2.0728342121286713e-05,7,0,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,3.6734165853054455
good,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,4.147920696
good,0,0,0,0,0,0,0,0,0,1,0,101,12,8,2.850147041676923e-05,12,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,110,12,9,4.1456684242573426e-05,12,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.262979041070738
good,0,0,0,0,0,0,0,0,0,1,0,106,10,4,6.995815465934265e-05,10,0,1,0
good,0,0,0,0,0,0,0,0,0,1,0,119,12,11,2.0728342121286713e-05,12,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.952302977662387
good,0,0,0,0,0,0,0,0,0,1,0,241,14,59,2.0728342121286713e-05,14,0,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,170,5,68,0.004264856,5,0,0,4.106603137064474
good,0,0,0,0,0,0,0,0,0,1,0,110,9,16,2.591042765160839e-06,9,0,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,170,5,68,0.005835028,5,0,0,4.4455435681562365
good,0,0,0,0,0,0,0,0,0,1,0,85,11,14,5.182085530321678e-06,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,122,10,24,2.331938488644755e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,89,10,9,2.850147041676923e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,136,14,18,2.591042765160839e-06,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,194,16,6,9.068649678062936e-05,16,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,112,13,11,3.109251318193007e-05,13,0,0,0
ransom,0,0,0,1,0,0,1,0,0,0,1,89,6,18,0.013626293901980852,6,0,0,3.8790711497490564
good,0,0,0,0,0,0,0,0,0,1,0,129,15,12,0.001326614,15,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,62,7,16,2.591042765160839e-06,7,0,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.793739263579228
good,0,0,0,0,0,0,0,0,0,0,0,72,8,15,2.591042765160839e-06,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,138,13,21,5.182085530321678e-06,13,0,0,0
ransom,0,0,0,1,0,0,1,0,0,0,1,89,6,18,0.013626293901980852,6,0,0,3.8302370690488265
good,0,0,0,0,0,0,0,0,0,1,0,142,21,11,5.441189806837762e-05,21,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.205991447736059
good,0,0,0,0,0,0,0,0,0,1,1,74,3,52,7.773128295482517e-06,3,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,133,10,12,6.218502636386014e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,166,13,14,7.773128295482517e-06,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,98,12,11,0.003332081,12,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.171264743846752
good,0,0,0,0,0,0,0,0,0,0,0,64,8,7,2.591042765160839e-06,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,133,15,13,5.182085530321678e-06,15,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,64,8,10,5.700294083353846e-05,8,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,173,10,28,5.182085530321678e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,61,8,5,2.591042765160839e-06,8,0,1,0
good,0,0,0,0,0,0,0,0,0,1,0,130,11,16,9.586858231095104e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,94,12,13,2.591042765160839e-06,12,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,78,8,21,2.591042765160839e-06,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,93,10,26,1.0364171060643357e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,126,13,14,5.441189806837762e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,71,9,7,1.5546256590965035e-05,9,0,0,0
good,0,0,0,0,1,0,1,0,0,1,0,53,5,14,6.25,1,0,1,0
good,0,0,0,0,0,0,0,0,0,1,0,127,14,14,2.0728342121286713e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,165,12,10,5.182085530321678e-06,12,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,128,11,4,6.995815465934265e-05,11,0,0,0
good,1,0,0,0,0,0,0,0,1,0,1,124,4,12,0.000494889,4,0,0,4.565107840986822
good,0,0,0,0,0,0,0,0,0,1,0,52,6,6,0.001090829,6,0,0,3.8219280948873617
good,0,0,0,0,0,0,0,0,0,1,0,162,12,34,2.591042765160839e-06,12,0,0,0
good,0,0,0,0,0,0,0,0,1,0,1,33,3,13,2.591042765160839e-05,3,0,0,3.1887218755408675
good,0,0,0,0,0,0,0,0,0,1,0,174,16,3,0.000119188,16,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,148,9,15,1.8137299356125872e-05,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,80,9,10,2.591042765160839e-06,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,1,56,5,4,2.591042765160839e-06,5,0,0,0
good,0,0,0,0,0,0,0,0,1,0,1,33,3,13,0.000531164,3,0,0,3.2516291673878235
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.8074451769552415
good,0,0,0,0,0,0,0,0,0,1,0,125,14,19,1.0364171060643357e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,122,11,8,1.2955213825804196e-05,11,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0,3.7946534735443427
good,0,0,0,0,0,0,0,0,0,1,0,110,13,29,1.0364171060643357e-05,13,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,81,8,11,0.000772131,8,0,0,3.4594316186372978
ransom,0,0,0,1,0,0,1,0,0,0,1,89,6,18,0.013626293901980852,6,0,0,3.8831727088441372
good,0,0,0,0,0,0,0,0,0,0,1,170,10,26,7.773128295482517e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,87,10,12,1.5546256590965035e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,92,9,15,5.182085530321678e-06,9,0,1,0
good,0,0,0,0,0,0,0,0,0,1,0,72,9,11,2.591042765160839e-05,9,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,78,8,11,1.0364171060643357e-05,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,99,7,15,1.2955213825804196e-05,7,0,0,0
good,0,0,0,0,0,0,0,0,0,1,1,78,6,19,2.591042765160839e-05,6,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,109,12,10,4.66387697728951e-05,12,0,0,0
ransom,0,0,0,1,0,0,1,0,0,0,1,89,6,18,0.013626293901980852,6,0,0,3.946439344671016
good,0,0,0,0,0,0,0,0,0,1,0,117,11,11,3.8865641477412585e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,165,9,24,0.000528573,9,0,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,4.003258334775646
good,0,0,0,0,0,0,0,0,0,1,0,109,13,8,3.8865641477412585e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,62,7,4,2.591042765160839e-06,7,0,1,0
good,0,0,0,0,0,0,0,0,0,1,0,81,9,6,2.591042765160839e-06,9,0,1,0
good,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,3.9690016298759927
good,0,0,0,0,0,0,0,0,0,0,1,144,6,31,5.182085530321678e-06,6,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,104,13,11,0.003332081,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,124,11,10,0.000238376,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,92,11,13,2.591042765160839e-06,11,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.134336113194453
good,0,0,0,0,0,0,0,0,0,1,0,62,8,3,2.331938488644755e-05,8,0,1,0
ransom,0,1,0,0,0,0,1,0,0,1,0,86,8,17,0.012188265167316586,8,0,0,3.238901256602631
good,0,0,0,0,0,0,0,0,0,0,0,47,6,13,1.0364171060643357e-05,6,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,218,14,32,2.0728342121286713e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,82,4,54,0.038575445,4,0,0,3.5898980954642874
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0,3.0391486719030705
good,0,0,0,0,0,0,0,0,0,1,0,93,11,6,4.922981253805594e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,240,18,41,2.591042765160839e-06,18,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,75,5,39,1.0364171060643357e-05,5,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,179,10,32,1.2955213825804196e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,108,13,9,0.000186555,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,1,102,6,43,1.0364171060643357e-05,6,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,97,13,9,2.591042765160839e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,146,10,25,2.591042765160839e-06,10,0,0,0
good,0,0,1,0,0,0,0,0,1,1,0,70,4,42,0.00047157,4,0,0,3.095795255000934
good,0,0,0,0,0,0,0,0,0,0,0,122,9,13,5.182085530321678e-06,9,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,148,9,12,7.773128295482517e-06,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,90,8,22,4.922981253805594e-05,8,0,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,82,8,17,0.012188265167316586,8,0,0,3.6078869505808355
good,0,0,0,0,0,0,0,0,0,0,1,173,10,26,1.0364171060643357e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,175,13,6,3.109251318193007e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,82,8,17,5.182085530321678e-06,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,101,13,7,0.000111415,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,135,11,14,0.000259104,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,136,11,34,2.591042765160839e-06,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,79,9,2,3.3683555947090904e-05,9,0,1,0
ransom,1,0,0,0,0,0,0,0,1,1,0,75,8,17,0.012188265167316586,8,0,0,3.7593525449170384
good,0,0,0,0,0,0,0,0,0,1,0,120,9,8,0.000207283,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,127,11,10,1.2955213825804196e-05,11,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.1555650133297184
good,0,0,0,0,0,0,0,0,0,1,0,85,9,19,2.0728342121286713e-05,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,98,11,7,1.0364171060643357e-05,11,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.9092561685185863
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,4.061956505136042
good,0,0,0,0,0,0,0,0,0,0,1,99,5,59,2.591042765160839e-06,5,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,145,21,11,2.850147041676923e-05,21,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,87,10,9,1.0364171060643357e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,111,13,12,6.218502636386014e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,132,14,38,5.182085530321678e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,104,10,10,2.591042765160839e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,213,14,32,2.331938488644755e-05,14,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0,3.9462227768165996
ransom,1,0,0,0,0,0,0,0,1,0,1,89,6,18,0.013626293901980852,6,0,0,4.096439344671016
good,0,0,0,0,0,0,0,0,0,0,0,66,8,11,2.591042765160839e-06,8,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0,3.787143961
good,0,0,0,0,0,0,0,0,0,1,0,87,9,14,1.2955213825804196e-05,9,0,0,0
ransom,0,0,0,1,0,0,1,0,0,0,1,122,5,11,0.00057262,5,0,0,3.9370927129710718
good,0,0,0,0,0,0,0,0,0,1,0,95,7,11,1.0364171060643357e-05,7,0,0,0
good,0,0,0,0,0,1,0,0,1,1,0,38,4,10,0.20400575211493865,4,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,100,10,12,2.591042765160839e-06,10,0,1,0
good,0,0,1,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0,4.280226253673658
good,0,0,0,0,0,0,0,0,0,1,0,114,13,14,4.1456684242573426e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,129,10,10,9.068649678062936e-05,10,0,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.005835028,5,0,0,4.72438566
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0,3.6841837197791887
ransom,0,0,0,1,0,0,1,0,0,0,1,89,6,18,0.013626293901980852,6,0,0,4.007060054507711
good,0,0,0,0,0,0,0,0,0,1,0,116,10,10,2.331938488644755e-05,10,0,0,0
ransom,0,0,0,1,0,0,1,0,0,0,1,122,5,11,0.00057262,5,0,0,3.8628151140048086
good,0,0,0,0,0,0,0,0,0,1,0,129,10,11,0.003332081,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,82,4,54,0.038575445,4,0,0,2.6416041678685938
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.004964438,5,0,0,4.440186891616423
good,0,0,0,0,0,0,0,0,0,1,0,93,11,19,5.182085530321678e-06,11,0,0,0
good,0,0,1,0,0,0,0,0,1,1,0,70,4,42,0.00047157,4,0,0,3.3248629576173565
good,0,0,0,0,0,0,0,0,0,1,0,73,10,6,2.591042765160839e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,111,11,18,2.0728342121286713e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,244,14,62,7.773128295482517e-06,14,0,0,0
good,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,3.842857292808497
good,1,0,0,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0,3.180832987205441
good,0,1,0,0,0,0,1,0,0,1,0,81,8,11,0.000772131,8,0,0,3.321928094887362
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.3680424225727155
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.4906015629507223
good,0,0,0,0,0,0,0,0,0,1,0,73,7,25,7.773128295482517e-06,7,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,104,13,9,2.0728342121286713e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,69,8,6,1.2955213825804196e-05,8,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.279079570624175
good,0,0,0,0,0,0,0,0,0,1,0,115,13,15,5.182085530321678e-06,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,202,16,31,2.591042765160839e-06,16,0,0,0
good,1,0,0,0,0,0,0,0,1,0,1,124,4,12,0.000494889,4,0,0,4.369813659210298
good,0,0,0,0,0,0,0,0,0,1,0,101,10,21,5.182085530321678e-06,10,0,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,75,8,17,0.012188265167316586,8,0,0,3.910179278883641
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.9535656649464275
good,0,0,0,0,0,0,0,0,0,1,0,82,8,13,2.591042765160839e-06,8,0,1,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.526303971
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.121707911548039
good,0,0,0,0,0,0,0,0,0,1,1,76,6,17,2.591042765160839e-06,6,0,0,0
ransom,0,0,0,1,0,0,1,0,0,0,1,89,6,18,0.013626293901980852,6,0,0,3.989635380840546
ransom,1,0,0,0,0,0,0,0,1,1,0,170,5,68,0.005835028,5,0,0,4.306198332810097
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.004964438,5,0,0,4.377541668859138
good,0,0,0,0,0,0,0,0,0,0,1,98,5,7,2.591042765160839e-06,5,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,79,10,6,1.5546256590965035e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,79,8,24,2.591042765160839e-06,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,93,10,13,3.3683555947090904e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,128,7,8,2.850147041676923e-05,7,0,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.7588670992335302
good,0,0,0,0,0,0,0,0,0,1,0,132,10,22,7.773128295482517e-06,10,0,0,0
ransom,0,0,0,0,0,1,0,0,1,0,1,51,3,18,7.254919742450349e-05,3,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,68,8,15,2.591042765160839e-06,8,0,0,0
good,0,1,0,0,0,0,1,0,0,0,1,30,3,10,0.000274651,3,0,0,2.725480556997868
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,3.456564762130954
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,4.2942460132322875
good,0,0,0,0,0,0,0,0,0,1,0,79,11,5,2.591042765160839e-06,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,81,10,9,8.550441125030769e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,1,58,4,3,2.591042765160839e-06,4,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.5843031793467124
good,0,0,0,0,0,0,0,0,0,1,0,83,9,17,5.700294083353846e-05,9,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,59,4,31,0.000792859,4,0,0,3.7762106419146826
good,0,0,0,0,0,0,0,0,0,1,0,133,11,20,7.773128295482517e-06,11,0,0,0
good,1,0,0,0,0,0,0,0,1,0,1,89,6,18,0.013626293901980852,6,0,0,4.0841837197791895
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.173416585305446
good,0,0,0,0,0,0,0,0,1,1,0,77,6,11,0.000238376,6,0,0,3.084962500721156
good,0,0,0,0,0,0,0,0,0,1,0,97,12,16,5.182085530321678e-06,12,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.715354779870083
