Ware Type,File_Delete_archived,File_created,File_creation_time_changed,Pipe_Created,Process_Create,Registry_value_set,process-related,network-related,file-related,suspicious_path,system_executable,path_length,directory_depth,process_name_length,process_vs_parent_freq_ratio,executable_depth_diff,parent_is_system_executable,extension_similarity,file_name_entropy
good,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.584962500721157
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.836591668108979
good,0,0,0,0,0,0,0,0,0,0,0,79,8,18,7.773128295482517e-06,8,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,110,6,22,2.591042765160839e-06,6,0,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.005835028,5,0,0,4.6971205488530305
good,0,0,0,0,0,0,0,0,0,1,0,87,11,12,2.591042765160839e-06,11,0,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,82,8,17,0.012188265167316586,8,0,0,3.7593525449170384
good,0,0,0,0,0,0,0,0,0,0,0,32,4,11,1.5546256590965035e-05,4,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,116,8,20,2.591042765160839e-06,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,114,13,9,5.182085530321678e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,154,21,11,1.2955213825804196e-05,21,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,147,15,16,5.182085530321678e-06,15,0,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.4713544870139303
good,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.458525019
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0,4.257111133792139
good,0,0,0,0,0,0,0,0,0,1,0,93,10,9,5.182085530321678e-06,10,0,0,0
good,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.4713544870139286
good,0,0,0,0,0,0,0,0,0,1,0,84,9,19,2.850147041676923e-05,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,89,10,4,2.591042765160839e-06,10,0,1,0
good,0,0,0,0,0,0,0,0,0,1,0,80,8,15,7.773128295482517e-06,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,128,11,13,0.000253922,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,100,11,15,1.0364171060643357e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,149,12,32,2.591042765160839e-06,12,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,132,19,16,2.850147041676923e-05,19,0,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,82,8,17,0.012188265167316586,8,0,0,3.857689287275721
good,0,0,0,0,0,0,0,0,0,1,0,80,8,11,5.182085530321678e-06,8,0,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.4104172527605203
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.2390979179887864
good,0,0,0,0,0,0,0,0,0,1,0,82,10,10,3.109251318193007e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,139,6,38,3.8865641477412585e-05,6,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,78,8,14,7.514024018966433e-05,8,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.4104172527605194
ransom,1,0,0,0,0,0,0,0,1,1,0,86,8,17,0.012188265167316586,8,0,0,3.702819531114783
good,0,0,0,0,0,0,0,0,0,0,0,67,7,20,2.591042765160839e-06,7,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,111,13,11,5.182085530321678e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,94,6,14,1.0364171060643357e-05,6,0,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,170,5,68,0.005835028,5,0,0,3.959211569038398
good,0,0,0,0,0,0,0,0,0,1,0,194,12,41,2.331938488644755e-05,12,0,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,78,4,14,0.001922554,4,0,0,4.781036112553424
ransom,1,0,0,0,0,0,0,0,1,1,0,86,8,17,0.012188265167316586,8,0,0,3.5670402169265785
ransom,0,0,0,0,0,0,0,0,1,0,1,67,4,23,0.000145098,4,0,0,3.084962500721156
good,0,0,0,0,0,0,0,0,0,1,0,146,14,38,2.591042765160839e-05,14,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.350209029099897
good,0,0,0,0,0,0,0,0,0,1,0,132,10,13,1.2955213825804196e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,1,1,0,56,7,8,0.020116856028708753,7,0,0,2.521640636343319
good,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,4.0559581516151235
good,0,0,0,0,0,0,0,0,0,1,0,83,7,36,2.331938488644755e-05,7,0,0,0
good,0,0,1,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0,3.9219280948873627
good,0,0,0,0,0,0,0,0,0,0,1,128,9,27,2.850147041676923e-05,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,79,10,5,1.8137299356125872e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,113,14,24,2.0728342121286713e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,109,12,10,4.1456684242573426e-05,12,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,100,11,18,5.182085530321678e-06,11,0,1,0
good,0,0,0,0,0,0,0,0,0,1,0,103,10,16,1.0364171060643357e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,85,10,11,1.0364171060643357e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,102,11,13,2.0728342121286713e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,96,12,19,5.182085530321678e-06,12,0,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,86,8,17,0.012188265167316586,8,0,0,3.913458518871115
good,0,0,0,0,0,0,0,0,0,1,0,106,12,8,5.182085530321678e-06,12,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,54,7,7,1.8137299356125872e-05,7,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,119,13,8,0.000391247,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,129,11,15,0.000220239,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,63,7,12,0.003117024,7,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.0989440037669045
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.004264856,5,0,0,4.622697174582215
good,0,0,0,0,0,0,0,0,0,0,1,173,10,28,7.773128295482517e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,40,5,16,2.591042765160839e-06,5,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.169925001442313
good,0,0,0,0,0,0,0,0,0,1,0,166,14,12,2.591042765160839e-06,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,107,13,9,0.000186555,13,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.8962915290459277
good,0,0,0,0,0,0,0,0,0,1,0,104,11,13,5.182085530321678e-06,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,2.9219280948873627
good,0,0,0,0,0,0,0,0,1,1,0,63,7,12,0.003117024,7,0,0,2.918295834
good,0,0,0,0,0,0,0,0,0,1,0,88,11,17,5.182085530321678e-06,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,102,11,18,1.0364171060643357e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,94,11,10,2.0728342121286713e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,68,7,7,4.404772700773426e-05,7,0,1,0
ransom,0,1,0,0,0,0,1,0,0,1,0,86,8,17,0.012188265167316586,8,0,0,4.136842188131013
ransom,1,0,0,0,0,0,0,0,1,1,0,170,5,68,0.004964438,5,0,0,4.425070520364182
ransom,1,0,0,0,0,0,0,0,1,1,0,170,5,68,0.004264856,5,0,0,4.360236170608189
good,0,0,0,0,0,0,0,0,0,1,0,119,14,31,5.182085530321678e-05,14,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.9864543749030052
ransom,0,0,0,1,0,0,1,0,0,0,1,122,5,11,0.00057262,5,0,0,4.0253617091782035
good,0,0,0,0,0,0,0,0,0,1,0,137,15,12,2.850147041676923e-05,15,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.187889194919351
good,0,0,0,0,0,0,0,0,0,0,1,153,7,30,0.000253922,7,0,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.7803946541231954
good,0,0,0,0,0,0,0,0,0,1,0,199,16,7,8.809545401546852e-05,16,0,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,3.954247399692081
ransom,0,0,0,0,0,0,0,0,1,1,0,75,8,17,0.012188265167316586,8,0,0,3.5465935642949393
good,0,0,1,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0,3.6537567082870006
good,0,0,0,0,0,0,0,0,0,0,1,161,8,34,2.591042765160839e-06,8,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,79,7,17,5.182085530321678e-06,7,0,0,0
good,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.180832987205441
good,0,0,0,0,0,0,0,0,0,1,0,116,9,26,2.591042765160839e-06,9,0,0,0
good,0,0,1,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0,3.725480556997868
good,0,0,0,0,0,0,0,0,0,1,0,110,11,22,2.0728342121286713e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,95,9,26,2.591042765160839e-06,9,0,0,0
ransom,0,0,0,0,0,0,0,0,1,1,0,78,8,14,0.001103784,8,0,0,3.683542362433231
good,0,0,0,0,0,0,0,0,0,1,0,111,14,17,2.591042765160839e-06,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,125,14,13,5.182085530321678e-06,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,227,14,44,7.773128295482517e-06,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,75,9,10,5.182085530321678e-06,9,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,52,6,6,0.001090829,6,0,0,3.418295834
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.8252517372886516
good,0,0,1,0,0,0,0,0,1,1,0,56,7,8,0.020116856028708753,7,0,0,3.5464393446710147
good,0,0,0,0,0,0,0,0,0,1,0,143,12,19,2.591042765160839e-06,12,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,60,8,9,1.0364171060643357e-05,8,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,20,3,7,1.0364171060643357e-05,3,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0,3.2195282822995477
good,0,0,0,0,0,0,0,0,0,1,0,145,12,21,7.773128295482517e-06,12,0,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,57,5,14,0.001580536,5,0,0,4.195675662809304
good,0,0,0,0,0,0,0,0,0,1,0,114,14,23,5.182085530321678e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,77,10,11,2.850147041676923e-05,10,0,0,0
good,0,0,0,0,0,1,0,0,1,1,0,77,6,11,0.000238376,6,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,135,14,26,2.0728342121286713e-05,14,0,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,170,5,68,0.005835028,5,0,0,4.4534296307029955
good,0,0,0,0,0,0,0,0,0,1,0,85,9,19,5.700294083353846e-05,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,76,9,13,5.182085530321678e-06,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,95,11,20,2.0728342121286713e-05,11,0,0,0
good,0,0,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.5342190211803404
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0,4.425810103338054
ransom,0,0,0,0,0,0,0,0,1,1,0,82,8,14,0.001103784,8,0,0,3.4464393446710146
good,0,0,0,0,0,0,0,0,0,1,0,85,10,11,5.441189806837762e-05,10,0,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,60,5,10,0.001368071,5,0,0,3.1820058147602137
good,0,0,0,0,0,0,0,0,0,1,0,110,12,8,0.000103642,12,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,114,12,20,5.182085530321678e-06,12,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.9176264438733597
good,0,0,0,0,0,0,0,0,0,1,0,80,7,13,5.182085530321678e-06,7,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,220,18,24,2.591042765160839e-06,18,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,100,10,29,1.0364171060643357e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,130,14,15,5.182085530321678e-06,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,115,12,22,1.5546256590965035e-05,12,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,102,7,13,1.2955213825804196e-05,7,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,216,14,39,2.331938488644755e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,1,105,9,10,2.591042765160839e-06,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,75,8,15,8.291336848514685e-05,8,0,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,75,8,17,0.012188265167316586,8,0,0,2.931208948910323
good,0,0,0,0,0,0,0,0,0,1,0,149,14,32,5.182085530321678e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,214,15,37,2.591042765160839e-06,15,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,154,12,10,5.441189806837762e-05,12,0,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,75,8,17,0.012188265167316586,8,0,0,3.7762106419146826
good,0,0,0,0,0,0,0,0,0,1,0,104,11,24,1.0364171060643357e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,131,18,11,1.0364171060643357e-05,18,0,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,75,8,17,0.012188265167316586,8,0,0,4.011365041826379
good,0,0,0,0,0,0,0,0,0,0,1,81,5,45,5.182085530321678e-06,5,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.5535088547976783
good,0,0,0,0,0,0,0,0,0,1,0,70,4,42,0.00047157,4,0,0,3.4056390622295662
good,0,0,0,0,0,0,0,0,0,1,0,134,11,20,0.000181373,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,114,13,12,0.00144062,13,0,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,78,4,14,0.001922554,4,0,0,4.5934003486044395
good,0,0,0,0,0,0,0,0,0,0,0,74,10,13,2.591042765160839e-06,10,0,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,4.513645929358371
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.0022680844408445
good,0,0,0,0,0,0,0,0,0,1,0,178,16,7,8.809545401546852e-05,16,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.4701755214643453
good,0,0,0,0,0,0,0,0,0,1,0,91,11,16,5.182085530321678e-06,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,83,10,10,2.0728342121286713e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,77,6,11,5.182085530321678e-05,6,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.937193208607595
good,0,0,0,0,0,0,0,0,0,1,0,79,10,10,2.0728342121286713e-05,10,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,89,10,21,5.182085530321678e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,113,14,22,2.591042765160839e-05,14,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.0778195311147827
ransom,0,0,0,1,0,0,1,0,0,0,1,122,5,11,0.00057262,5,0,0,3.9760330547939025
good,0,0,0,0,0,0,0,0,0,1,0,102,11,17,1.0364171060643357e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,1,0,1,23,2,12,2.331938488644755e-05,2,0,0,2.75
good,0,0,0,0,0,0,0,0,0,0,0,68,8,9,1.2955213825804196e-05,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,76,9,14,2.591042765160839e-06,9,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,3.762267390651493
good,0,0,1,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0,4.021928094887363
good,0,0,0,0,0,0,0,0,0,1,0,183,15,17,3.8865641477412585e-05,15,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.264578373902384
ransom,1,0,0,0,0,0,0,0,1,1,0,86,8,17,0.012188265167316586,8,0,0,3.736006946447657
good,0,0,0,0,0,0,0,0,0,1,0,122,14,15,2.0728342121286713e-05,14,0,0,0
ransom,0,0,0,0,0,0,0,0,1,1,0,88,8,24,0.001943282,8,0,0,3.855388542207534
good,0,0,0,0,0,0,0,0,0,1,0,129,12,19,1.5546256590965035e-05,12,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,91,9,18,7.254919742450349e-05,9,0,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.6069367321753227
good,0,0,0,0,0,0,0,0,0,1,0,80,9,16,1.5546256590965035e-05,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,114,13,16,2.0728342121286713e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,88,11,14,1.0364171060643357e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,118,12,15,5.182085530321678e-06,12,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,181,15,14,1.0364171060643357e-05,15,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.175070520364182
good,0,0,0,0,0,0,0,0,0,0,1,78,5,42,2.591042765160839e-06,5,0,0,0
ransom,0,0,0,1,0,0,1,0,0,0,1,122,5,11,0.00057262,5,0,0,3.826874881864638
good,0,0,0,0,0,0,0,0,0,1,0,112,11,18,5.182085530321678e-06,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,170,13,7,0.000178782,13,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,51,7,7,5.182085530321678e-06,7,0,0,0
good,0,0,0,0,0,0,0,0,1,1,0,56,7,8,0.020116856028708753,7,0,0,3.1068905956085184
good,0,0,0,0,0,0,0,0,0,1,0,76,8,11,1.2955213825804196e-05,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,84,11,10,2.0728342121286713e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,199,17,12,2.591042765160839e-06,17,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,111,13,11,2.331938488644755e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,99,11,16,1.2955213825804196e-05,11,0,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,4.243158791671846
good,0,0,0,0,0,0,0,0,0,1,0,178,12,7,5.182085530321678e-05,12,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,155,7,26,2.591042765160839e-06,7,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,88,8,24,1.0364171060643357e-05,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,146,12,19,2.591042765160839e-06,12,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,150,9,10,1.8137299356125872e-05,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,92,12,11,5.182085530321678e-06,12,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,114,13,9,3.6274598712251744e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,118,14,9,5.182085530321678e-06,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,115,12,23,5.182085530321678e-06,12,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,101,11,6,0.000538937,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,71,10,3,7.773128295482517e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,114,14,9,2.0728342121286713e-05,14,0,0,0
good,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,4.051462154039802
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,4.254830815378346
good,0,0,0,0,0,0,0,0,0,1,0,95,11,9,9.32775395457902e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,90,11,12,1.5546256590965035e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,1,91,6,32,4.404772700773426e-05,6,0,0,0
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,3.9228287372391675
ransom,1,0,0,0,0,0,0,0,1,0,1,31,3,11,0.10048063843293734,3,0,0,4.186860506514695
good,0,0,0,0,0,0,0,0,0,1,0,236,19,24,2.591042765160839e-06,19,0,0,0
ransom,1,0,0,0,0,0,0,0,1,1,0,82,8,17,0.012188265167316586,8,0,0,3.6249999999999996
good,0,0,0,0,0,0,0,0,0,0,0,80,9,8,2.591042765160839e-06,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,218,12,65,2.331938488644755e-05,12,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,88,11,13,2.331938488644755e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,115,14,12,0.001326614,14,0,0,0
ransom,0,0,0,1,0,0,1,0,0,0,1,89,6,18,0.013626293901980852,6,0,0,3.8881492782505256
good,0,0,0,0,0,0,0,0,0,0,0,95,10,28,2.591042765160839e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,105,8,40,2.331938488644755e-05,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,62,8,6,7.773128295482517e-06,8,0,1,0
good,0,0,0,0,0,0,0,0,0,1,0,114,14,20,5.182085530321678e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,84,9,27,1.5546256590965035e-05,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,89,9,19,2.591042765160839e-06,9,0,0,0
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,4.1070177095953575
good,0,0,0,0,0,0,0,0,0,1,0,179,13,4,6.995815465934265e-05,13,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,87,6,51,5.182085530321678e-06,6,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,66,8,12,2.0728342121286713e-05,8,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,42,4,13,1.0364171060643357e-05,4,0,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.004264856,5,0,0,4.3568981953738835
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0,3.3660913291191923
good,0,1,0,0,0,0,1,0,0,1,0,78,6,12,0.0003472,6,0,0,4.435401709959088
ransom,0,1,0,0,0,0,1,0,0,0,1,31,3,11,0.10048063843293734,3,0,0,4.1892382558030254
good,0,0,0,0,0,0,0,0,0,0,1,154,6,53,2.591042765160839e-06,6,0,0,0
good,0,0,0,0,0,0,0,0,0,0,1,106,5,15,2.591042765160839e-06,5,0,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.004264856,5,0,0,4.536066607833483
good,0,0,0,0,0,0,0,0,0,1,0,219,17,24,2.591042765160839e-06,17,0,0,0
good,0,0,1,0,0,0,0,0,1,1,0,56,7,8,0.020116856028708753,7,0,0,2.6416041678685938
good,0,0,0,0,0,0,0,0,0,1,0,86,8,18,0.000145098,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,85,11,11,5.182085530321678e-06,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,52,6,6,0.001090829,6,0,0,3.392747410448785
good,0,0,0,0,0,0,0,0,0,1,0,203,18,9,2.591042765160839e-06,18,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,214,17,25,2.591042765160839e-06,17,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,124,14,9,4.66387697728951e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,120,13,11,0.000103642,13,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,82,4,54,0.038575445,4,0,0,3.3248629576173565
good,0,1,0,0,0,0,1,0,0,1,0,52,6,6,0.001090829,6,0,0,3.75
good,0,0,0,0,0,0,0,0,0,1,0,57,7,10,4.922981253805594e-05,7,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,122,14,14,4.66387697728951e-05,14,0,0,0
good,0,0,0,0,0,0,0,0,0,0,0,51,8,10,1.0364171060643357e-05,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,100,12,13,1.2955213825804196e-05,12,0,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.005835028,5,0,0,3.733660689688186
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.004264856,5,0,0,4.304299116269195
good,0,0,0,0,0,0,0,0,0,1,0,123,14,11,0.003332081,14,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,149,11,21,2.0728342121286713e-05,11,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,80,10,7,0.000111415,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,68,8,11,0.003332081,8,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,84,9,16,2.591042765160839e-06,9,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,105,11,12,3.109251318193007e-05,11,0,0,0
ransom,0,1,0,0,0,0,1,0,0,1,0,170,5,68,0.004264856,5,0,0,4.572090109230247
good,0,0,1,0,0,0,0,0,1,1,0,82,4,54,0.038575445,4,0,0,4.133168925863645
good,0,0,0,0,0,0,0,0,0,1,0,132,10,25,2.591042765160839e-06,10,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,128,19,7,0.00206247,19,0,0,0
good,0,0,0,0,0,0,0,0,0,1,0,69,9,7,2.591042765160839e-06,9,0,0,0
good,0,1,0,0,0,0,1,0,0,1,0,38,4,10,0.20400575211493865,4,0,0,4.2846838103170874
good,0,0,0,0,0,0,0,0,0,1,0,88,12,7,1.5546256590965035e-05,12,0,0,0
ransom,0,0,0,0,0,0,0,0,1,1,0,63,7,12,0.003117024,7,0,0,3.932138039759376
good,0,0,0,0,0,0,0,0,0,1,0,82,4,54,0.038575445,4,0,0,3.0220552088742005
good,0,0,0,0,0,0,0,0,0,1,0,101,12,7,0.000111415,12,0,0,0
